HHID,Migration,Internal migration,International migration,Age (HH head),Female (HH head),Secondary education (HH head),HH size,Ethnic minority,Sex ratio,Married females,Married males,ln(savings + 1),Nonfarm income,Temp. anomaly (+),Temp. anomaly (-),Prec. anomaly (+),Prec. anomaly (-),zone,region,kebele
20712,0,1,2,57.0,0.0,0.0,9.0,0,0.4444444444444444,0.25,0.2,9.472781556562168,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
30723,0,0,0,38.0,0.0,0.0,8.0,0,0.75,0.1666666666666666,0.5,0.0,0.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,721.0
30724,0,0,0,48.0,0.0,0.0,11.0,0,0.4545454545454545,0.2,0.1666666666666666,0.0,1.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,722.0
40123,0,0,0,50.0,0.0,0.0,7.0,0,0.5714285714285714,0.25,0.3333333333333333,0.0,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,121.0
60711,0,0,0,70.0,1.0,0.0,3.0,0,0.3333333333333333,1.0,0.5,5.303304908059076,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
70111,2,2,0,48.0,1.0,0.0,5.0,0,0.4,1.0,0.3333333333333333,4.61512051684126,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,111.0
80711,2,1,2,40.0,0.0,0.0,11.0,0,0.7272727272727273,0.25,0.6666666666666666,9.210440366976515,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
80712,0,0,0,35.0,0.0,0.0,6.0,0,0.5,0.0,0.0,6.398594934535208,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
100123,2,0,2,50.0,0.0,0.0,5.0,0,0.6,0.3333333333333333,0.5,0.0,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,121.0
100724,2,2,2,80.0,0.0,0.0,7.0,0,0.4285714285714285,0.6666666666666666,0.25,0.0,0.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,722.0
140712,2,2,2,65.0,0.0,1.0,8.0,0,0.375,0.3333333333333333,0.4,9.210440366976515,1.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
160711,0,2,1,46.0,0.0,0.0,8.0,0,0.25,0.5,0.1666666666666666,5.525452939131784,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
170112,1,1,2,45.0,0.0,0.0,10.0,0,0.5,0.2,0.4,2.3978952727983707,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
200111,2,2,1,60.0,1.0,0.0,5.0,0,0.2,0.0,0.0,6.90875477931522,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,111.0
230112,2,0,2,68.0,0.0,1.0,9.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
230711,0,0,0,85.0,0.0,0.0,6.0,1,0.6666666666666666,0.25,0.5,0.0,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
260111,1,1,0,45.0,0.0,0.0,7.0,0,0.7142857142857143,0.2,0.5,4.61512051684126,1.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,111.0
260711,2,2,2,60.0,0.0,0.0,9.0,0,0.4444444444444444,0.5,0.8,0.0,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
300112,0,0,0,38.0,0.0,0.0,8.0,0,0.625,0.4,0.3333333333333333,6.2166061010848646,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
300723,2,2,0,55.0,0.0,0.0,8.0,0,0.5,0.25,0.25,0.0,0.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,721.0
350711,1,1,2,55.0,0.0,0.0,9.0,0,0.4444444444444444,0.5,0.4,0.0,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
360712,2,2,2,58.0,0.0,0.0,9.0,0,0.5555555555555556,0.2,0.5,6.2166061010848646,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
404222,1,0,1,42.0,0.0,1.0,5.0,1,0.4,0.5,0.3333333333333333,7.601402334583733,0.0,10.82193004126784,-10.041669097613656,-5.10283144680966,-3.9297380403708218,Arsi,Oromia,422.0
410711,2,0,2,65.0,1.0,0.0,7.0,1,0.2857142857142857,0.5,0.4,8.006700845440367,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
430711,0,0,0,37.0,0.0,0.0,6.0,1,0.6666666666666666,0.25,0.0,5.303304908059076,1.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
430724,1,0,1,40.0,0.0,0.0,9.0,0,0.5555555555555556,0.2,0.25,0.0,1.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,722.0
440112,2,0,2,64.0,0.0,1.0,7.0,0,0.5714285714285714,0.25,0.3333333333333333,4.61512051684126,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
450111,2,2,0,28.0,1.0,0.0,5.0,0,0.6,0.3333333333333333,0.5,5.303304908059076,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,111.0
450711,2,0,2,40.0,1.0,0.0,4.0,0,0.75,0.6666666666666666,0.0,8.294299608857235,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
450723,0,0,0,25.0,0.0,0.0,4.0,0,0.25,1.0,0.3333333333333333,0.0,1.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,721.0
490124,2,0,2,25.0,1.0,0.0,7.0,0,0.5714285714285714,0.25,0.3333333333333333,8.517393171418904,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,122.0
510112,1,1,2,58.0,0.0,0.0,10.0,0,0.5,0.2,0.4,4.61512051684126,1.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
560711,2,2,0,65.0,0.0,0.0,7.0,0,0.4285714285714285,0.3333333333333333,0.25,0.0,1.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
580112,0,0,0,45.0,1.0,0.0,6.0,0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
580712,2,2,0,60.0,1.0,0.0,5.0,0,0.6,0.3333333333333333,1.0,0.0,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
600111,2,2,0,60.0,0.0,1.0,10.0,0,0.4,0.25,0.1666666666666666,0.0,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,111.0
610112,1,1,0,72.0,0.0,0.0,6.0,0,0.3333333333333333,0.5,0.25,3.9318256327243257,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
610711,2,1,2,80.0,0.0,0.0,7.0,0,0.5714285714285714,0.5,0.3333333333333333,7.601402334583733,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
620124,1,1,0,50.0,0.0,0.0,9.0,0,0.7777777777777778,0.1428571428571428,0.5,4.61512051684126,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,122.0
630112,0,0,0,73.0,0.0,0.0,2.0,0,0.5,1.0,1.0,0.0,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
630124,0,0,0,60.0,1.0,1.0,2.0,0,1.0,0.5,0.0,0.0,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,122.0
640711,2,1,2,60.0,0.0,0.0,7.0,0,0.4285714285714285,0.3333333333333333,0.0,0.0,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
650711,1,1,1,51.0,0.0,1.0,6.0,0,0.8333333333333334,0.2,1.0,0.0,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
660712,0,0,0,70.0,0.0,0.0,8.0,0,0.375,0.3333333333333333,0.2,8.517393171418904,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
670111,0,0,0,30.0,0.0,0.0,4.0,0,0.5,0.5,0.5,7.601402334583733,1.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,111.0
670724,2,0,2,75.0,0.0,0.0,8.0,0,0.375,0.3333333333333333,0.2,0.0,0.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,722.0
710112,1,1,2,62.0,0.0,1.0,11.0,0,0.4545454545454545,0.4,0.5,3.713572066704308,1.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
710711,2,1,2,57.0,0.0,0.0,8.0,0,0.375,0.3333333333333333,0.4,5.707110264748875,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
720123,2,2,0,70.0,0.0,0.0,4.0,0,0.5,0.5,0.5,0.0,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,121.0
760711,0,1,2,65.0,0.0,0.0,10.0,0,0.2,0.5,0.125,9.546884034617923,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
790723,2,2,0,50.0,0.0,0.0,6.0,0,0.3333333333333333,0.5,0.25,0.0,0.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,721.0
810112,1,0,1,56.0,0.0,0.0,11.0,0,0.5454545454545454,0.1666666666666666,0.2,6.675823221634848,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
830111,2,2,0,61.0,0.0,1.0,10.0,0,0.6,0.1666666666666666,0.25,4.61512051684126,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,111.0
830124,2,0,2,30.0,1.0,0.0,6.0,0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,122.0
850123,0,0,0,30.0,1.0,0.0,6.0,0,0.8333333333333334,0.0,0.0,5.602118820879701,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,121.0
860112,0,0,0,38.0,1.0,0.0,4.0,0,0.5,0.0,0.0,0.0,1.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
860711,1,1,2,27.0,1.0,0.0,7.0,0,0.2857142857142857,0.5,0.2,6.68586094706836,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
890112,0,1,2,45.0,0.0,0.0,9.0,0,0.5555555555555556,0.2,0.25,6.2166061010848646,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
890711,2,2,2,50.0,0.0,0.0,10.0,0,0.5,0.4,0.2,6.55250788703459,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
904111,2,2,0,45.0,0.0,0.0,11.0,0,0.2727272727272727,0.3333333333333333,0.125,5.303304908059076,1.0,12.227367040390092,-7.4383798478822705,-2.206288079046452,0.7659950920900087,East Shewa,Oromia,411.0
910711,1,1,0,40.0,0.0,0.0,8.0,0,0.375,0.3333333333333333,0.2,0.0,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
920724,2,2,0,45.0,0.0,0.0,3.0,0,0.3333333333333333,1.0,0.5,5.081404364984463,0.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,722.0
930112,2,2,0,76.0,0.0,0.0,4.0,0,0.25,1.0,0.3333333333333333,0.0,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
940723,0,0,0,40.0,0.0,0.0,6.0,0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,721.0
950123,2,2,0,45.0,1.0,0.0,4.0,0,0.5,0.0,0.0,5.303304908059076,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,121.0
950712,0,0,0,37.0,0.0,0.0,7.0,0,0.2857142857142857,1.0,0.2,8.517393171418904,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
970711,2,2,2,38.0,0.0,0.0,8.0,0,0.375,0.3333333333333333,0.2,7.090909822079984,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1004222,0,0,0,50.0,1.0,0.0,6.0,0,0.6666666666666666,0.0,0.0,5.707110264748875,0.0,10.82193004126784,-10.041669097613656,-5.10283144680966,-3.9297380403708218,Arsi,Oromia,422.0
1010124,0,1,2,58.0,0.0,1.0,6.0,0,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,122.0
1010711,2,0,2,33.0,1.0,0.0,8.0,0,0.375,0.3333333333333333,0.2,8.987321812850125,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1020111,0,0,0,36.0,0.0,0.0,7.0,0,0.7142857142857143,0.4,0.5,6.2166061010848646,1.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,111.0
1020712,0,1,2,41.0,0.0,0.0,4.0,0,0.5,0.5,0.5,7.090909822079984,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
1070724,0,0,0,25.0,1.0,1.0,6.0,0,0.5,0.6666666666666666,0.3333333333333333,0.0,1.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,722.0
1080112,1,1,0,37.0,1.0,0.0,4.0,0,0.5,0.0,0.0,3.4339872044851463,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
1080124,2,0,2,80.0,0.0,1.0,5.0,0,0.4,0.5,0.3333333333333333,3.258096538021482,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,122.0
1090124,2,1,2,63.0,0.0,0.0,8.0,0,0.375,0.3333333333333333,0.4,10.819798284210286,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,122.0
1100112,2,2,2,72.0,0.0,0.0,9.0,0,0.6666666666666666,0.1666666666666666,0.3333333333333333,0.0,1.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
1120712,2,2,0,50.0,1.0,0.0,4.0,0,0.5,0.5,0.5,5.303304908059076,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
1130711,1,1,2,65.0,0.0,0.0,8.0,0,0.5,0.25,0.5,0.0,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1140711,0,0,0,40.0,0.0,0.0,9.0,1,0.3333333333333333,0.3333333333333333,0.1666666666666666,6.2166061010848646,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1170124,2,0,2,80.0,0.0,0.0,8.0,0,0.375,0.3333333333333333,0.2,5.525452939131784,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,122.0
1170711,0,1,2,71.0,0.0,0.0,11.0,1,0.6363636363636364,0.1428571428571428,0.25,6.90875477931522,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1190111,2,2,2,70.0,0.0,0.0,10.0,0,0.5,0.4,0.4,5.303304908059076,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,111.0
1200112,1,1,2,57.0,0.0,0.0,8.0,0,0.625,0.2,0.3333333333333333,6.720220155135295,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
1204111,0,0,0,63.0,0.0,0.0,6.0,0,0.3333333333333333,0.5,0.25,0.0,0.0,12.227367040390092,-7.4383798478822705,-2.206288079046452,0.7659950920900087,East Shewa,Oromia,411.0
1204112,2,2,0,60.0,0.0,0.0,7.0,0,0.2857142857142857,0.5,0.2,0.0,1.0,12.227367040390092,-7.4383798478822705,-2.206288079046452,0.7659950920900087,East Shewa,Oromia,412.0
1210723,2,2,0,60.0,1.0,0.0,8.0,0,0.25,0.5,0.5,5.707110264748875,0.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,721.0
1220123,2,0,2,75.0,1.0,0.0,2.0,0,0.5,1.0,0.0,3.9318256327243257,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,121.0
1220711,2,0,2,75.0,0.0,1.0,8.0,0,0.375,0.3333333333333333,0.2,6.2166061010848646,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1250124,2,0,2,29.0,1.0,0.0,5.0,0,0.4,0.5,0.3333333333333333,5.707110264748875,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,122.0
1260124,2,0,2,55.0,0.0,0.0,5.0,0,0.6,0.6666666666666666,0.5,0.0,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,122.0
1280124,0,0,0,52.0,0.0,0.0,7.0,0,0.4285714285714285,0.3333333333333333,0.25,0.0,0.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,122.0
1280724,2,2,0,75.0,0.0,0.0,6.0,0,0.1666666666666666,1.0,0.8,6.55250788703459,0.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,722.0
1300112,0,0,0,33.0,0.0,0.0,5.0,0,0.4,0.5,0.3333333333333333,5.303304908059076,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
1300711,2,0,2,70.0,1.0,0.0,9.0,1,0.6666666666666666,0.3333333333333333,0.3333333333333333,7.496097345175956,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1300712,1,1,2,50.0,0.0,0.0,7.0,0,0.5714285714285714,0.5,0.3333333333333333,0.0,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
1304222,2,0,2,34.0,0.0,0.0,4.0,0,0.25,1.0,0.3333333333333333,6.2166061010848646,0.0,10.82193004126784,-10.041669097613656,-5.10283144680966,-3.9297380403708218,Arsi,Oromia,422.0
1330712,0,0,0,35.0,0.0,0.0,4.0,1,0.5,0.5,0.5,6.2166061010848646,1.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
1340112,0,1,2,50.0,0.0,0.0,9.0,0,0.4444444444444444,0.25,0.2,10.354595018522993,1.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
1350711,2,0,2,53.0,0.0,0.0,9.0,0,0.5555555555555556,0.2,0.5,7.601402334583733,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1370711,0,0,0,28.0,0.0,0.0,2.0,0,0.5,1.0,1.0,5.303304908059076,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1440111,0,0,0,30.0,1.0,0.0,4.0,0,0.5,0.0,0.0,4.61512051684126,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,111.0
1450711,2,2,2,70.0,1.0,0.0,3.0,1,0.3333333333333333,1.0,1.0,5.303304908059076,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1460712,2,1,2,40.0,1.0,1.0,9.0,0,0.4444444444444444,0.5,0.4,10.59665973278358,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
1480112,0,1,2,70.0,1.0,0.0,3.0,0,0.6666666666666666,0.5,0.0,0.0,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
1480724,0,0,0,25.0,0.0,0.0,3.0,0,0.6666666666666666,0.5,1.0,0.0,1.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,722.0
1520724,2,2,0,65.0,0.0,0.0,5.0,0,0.6,0.3333333333333333,0.5,0.0,0.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,722.0
1530112,0,0,0,35.0,1.0,0.0,4.0,0,0.75,0.0,0.0,0.0,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
1530711,1,1,0,25.0,0.0,1.0,2.0,0,0.5,1.0,1.0,0.0,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1540711,2,0,2,40.0,0.0,0.0,7.0,0,0.5714285714285714,0.25,0.3333333333333333,6.2166061010848646,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1550712,2,0,2,50.0,1.0,0.0,5.0,0,0.2,1.0,0.25,0.0,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
1560112,0,1,2,60.0,1.0,1.0,8.0,0,0.75,0.1666666666666666,0.5,0.0,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
1640711,2,2,2,55.0,0.0,0.0,9.0,0,0.3333333333333333,0.3333333333333333,0.1666666666666666,5.14166355650266,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1660111,0,0,0,45.0,0.0,0.0,5.0,0,0.4,0.5,0.3333333333333333,0.0,1.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,111.0
1670112,0,1,2,62.0,0.0,0.0,8.0,0,0.5,0.25,0.25,3.258096538021482,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
1690712,2,0,2,60.0,0.0,0.0,5.0,0,0.2,1.0,0.75,0.0,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
1704111,2,2,0,30.0,1.0,0.0,4.0,0,0.75,0.0,1.0,7.030857476116121,1.0,12.227367040390092,-7.4383798478822705,-2.206288079046452,0.7659950920900087,East Shewa,Oromia,411.0
1710711,2,0,2,60.0,1.0,0.0,4.0,0,0.5,0.5,0.0,0.0,1.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1740712,0,0,0,45.0,0.0,0.0,6.0,0,0.5,0.3333333333333333,0.3333333333333333,6.68586094706836,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
1750724,2,0,2,32.0,0.0,0.0,5.0,0,0.6,0.3333333333333333,0.5,0.0,1.0,3.504905637228376,-20.47933087202471,-10.236953926753436,-0.4977364959541006,Wolayita,SNNP,722.0
1760711,2,1,2,55.0,1.0,0.0,7.0,1,0.8571428571428571,0.1666666666666666,0.0,0.0,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1780124,0,0,0,25.0,0.0,0.0,2.0,0,0.5,1.0,1.0,6.68586094706836,1.0,19.86316969076825,-8.323467724734307,4.904928000753511,-0.4695815644088554,Southern,Tigray,122.0
1790711,1,1,2,75.0,0.0,0.0,7.0,0,0.5714285714285714,0.25,0.6666666666666666,0.0,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1804111,0,0,0,65.0,0.0,0.0,12.0,0,0.5833333333333334,0.1428571428571428,0.2,0.0,1.0,12.227367040390092,-7.4383798478822705,-2.206288079046452,0.7659950920900087,East Shewa,Oromia,411.0
1820711,0,0,0,75.0,1.0,0.0,4.0,1,0.5,0.5,0.0,0.0,0.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1830112,2,2,2,72.0,0.0,1.0,9.0,0,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.0,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
1850111,0,0,0,43.0,0.0,1.0,6.0,0,0.6666666666666666,0.0,0.5,5.707110264748875,1.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,111.0
1850112,0,0,0,70.0,1.0,0.0,1.0,0,1.0,1.0,0.0,2.3978952727983707,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
1850711,0,1,2,50.0,0.0,0.0,9.0,0,0.5555555555555556,0.2,0.25,0.0,1.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,711.0
1870111,0,0,0,54.0,0.0,0.0,8.0,0,0.5,0.25,0.25,5.579729825986222,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,111.0
1870712,0,1,2,24.0,0.0,0.0,5.0,0,0.6,0.6666666666666666,0.5,0.0,1.0,1.6270690844692552,-17.07264516190444,8.597266447163598,-0.8605195714862646,Guraghe,SNNP,712.0
1880112,2,2,0,48.0,1.0,1.0,4.0,0,0.5,0.5,0.5,0.0,0.0,21.568087192434263,-9.096841218540462,10.453093611215388,2.1941075218451545,Eastern,Tigray,112.0
